"統計名：","平成28年社会生活基本調査 調査票Ａに基づく結果 生活時間に関する結果 生活時間編（全国）"
"表番号：","1-1"
"表題：","曜日,男女,ふだんの就業状態,スマートフォン・パソコンなどの使用時間,年齢,行動の種類別総平均時間(15歳以上)－全国"
"実施年月：","2016年","10月"

"表章項目","曜日4_071_2016A","男女3_001_2016A","時間軸(年次)","ふだんの就業状態9_007_2016A","スマートフォン・PCなどの使用時間8_085_2016A","年齢20_002_2016A","/行動の種類24_074_2016A","サンプルサイズ","推定人口【千人】","00_総数【分】","01_睡眠【分】","02_身の回りの用事【分】","03_食事【分】","04_通勤・通学【分】","05_仕事【分】","06_学業【分】","07_家事【分】","08_介護・看護【分】","09_育児【分】","10_買い物【分】","11_移動(通勤・通学を除く)【分】","12_テレビ・ラジオ・新聞・雑誌【分】","13_休養・くつろぎ【分】","14_学習・自己啓発・訓練(学業以外)【分】","15_趣味・娯楽【分】","16_スポーツ【分】","17_ボランティア活動・社会参加活動【分】","18_交際・付き合い【分】","19_受診・療養【分】","20_その他【分】","R1_（再掲）１次活動【分】","R2_（再掲）２次活動【分】","R3_（再掲）３次活動【分】"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","02_20～24歳","","449","652","1,440","526","93","86","36","205","40","13","0","10","27","36","89","118","14","60","13","19","38","4","12","705","332","404"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","03_25～29歳","","625","830","1,440","517","79","86","26","217","36","32","1","52","23","30","82","141","12","37","8","4","39","6","11","682","387","370"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","04_30～34歳","","741","882","1,440","503","78","92","22","216","2","51","7","49","36","29","120","108","7","48","8","6","30","7","24","672","382","386"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","05_35～39歳","","1,183","1,285","1,440","497","78","98","25","247","3","63","1","49","33","29","100","99","4","40","9","5","35","4","22","672","420","348"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","06_40～44歳","","1,759","1,768","1,440","493","87","95","24","221","3","81","2","23","32","33","116","114","4","48","12","5","17","7","24","675","384","380"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","07_45～49歳","","2,088","2,170","1,440","458","79","101","26","239","2","85","4","8","38","40","134","113","8","33","12","6","18","10","27","638","401","401"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","08_50～54歳","","2,407","2,211","1,440","454","101","99","25","231","3","93","5","3","38","35","150","96","9","34","10","5","17","7","24","654","399","388"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","09_55～59歳","","3,434","2,882","1,440","443","80","104","25","229","3","102","7","3","37","36","177","91","3","33","11","4","18","9","25","627","406","407"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","10_60～64歳","","5,193","4,177","1,440","459","82","109","18","172","2","110","6","5","37","33","208","90","5","39","11","6","18","6","23","650","350","440"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","11_65～69歳","","8,061","6,714","1,440","465","83","116","11","115","1","120","6","5","40","32","232","87","5","49","15","6","20","10","23","663","299","479"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","12_70～74歳","","6,262","5,374","1,440","478","90","123","7","73","1","125","5","3","39","28","243","92","7","48","16","7","21","10","24","690","254","496"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","13_75～79歳","","5,902","5,180","1,440","498","92","124","4","51","1","120","6","1","38","22","253","102","7","43","15","6","21","12","24","714","220","506"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","14_80～84歳","","4,833","4,140","1,440","520","91","129","2","26","1","108","5","1","32","21","263","129","7","35","11","4","16","16","24","739","175","525"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","15_85歳以上","","4,016","3,767","1,440","569","99","123","1","14","0","67","5","1","17","14","256","166","5","25","5","2","12","27","31","791","106","543"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","R1_(再掲)20歳以上","","46,953","42,031","1,440","487","87","113","13","124","3","101","5","7","35","28","209","107","6","40","12","6","20","11","24","688","288","464"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","R2_(再掲)35歳以上","","45,138","39,668","1,440","486","88","115","12","119","2","105","5","6","35","28","216","106","6","40","12","5","19","11","25","688","283","468"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","R3_(再掲)65歳以上","","29,074","25,176","1,440","499","90","122","6","63","1","111","6","2","35","25","247","110","6","42","13","5","18","14","25","711","224","505"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","1_使用しなかった","R4_(再掲)75歳以上","","14,751","13,087","1,440","525","93","125","2","33","1","101","5","1","30","20","257","129","6","35","11","4","17","18","26","744","173","523"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","00_総数","","55,619","65,029","1,440","464","80","99","23","158","17","79","3","25","38","48","117","112","15","77","18","6","32","6","23","643","344","453"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","01_15～19歳","","4,943","5,262","1,440","501","71","90","33","52","144","7","0","1","22","40","74","140","47","101","53","3","34","3","23","662","260","518"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","02_20～24歳","","3,569","5,445","1,440","498","78","87","35","198","41","16","0","8","28","43","64","124","19","120","17","4","47","2","12","662","325","453"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","03_25～29歳","","3,804","5,515","1,440","496","77","91","25","187","5","41","1","34","37","50","65","123","14","113","8","3","46","6","16","664","331","445"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","04_30～34歳","","4,557","6,322","1,440","476","77","94","27","202","2","63","3","74","41","50","71","107","10","74","9","4","33","6","17","647","412","382"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","05_35～39歳","","5,385","6,773","1,440","467","83","97","23","182","3","84","3","67","40","52","77","109","9","67","11","5","27","7","26","647","402","391"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","06_40～44歳","","6,837","7,865","1,440","456","77","97","23","179","2","99","3","32","41","49","101","119","9","70","15","7","29","5","24","631","380","429"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","07_45～49歳","","6,174","7,036","1,440","439","81","97","23","186","3","109","4","12","40","49","132","114","8","57","16","6","29","5","28","618","377","445"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","08_50～54歳","","5,230","5,607","1,440","439","82","101","22","175","3","112","4","7","45","49","148","106","8","64","15","7","26","6","21","623","369","449"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","09_55～59歳","","4,573","4,578","1,440","433","83","103","21","169","2","109","8","5","45","50","166","102","11","54","15","9","27","7","22","619","358","463"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","10_60～64歳","","3,967","3,837","1,440","441","84","110","16","130","2","113","7","7","40","53","188","93","11","61","18","8","23","8","28","635","314","491"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","11_65～69歳","","3,406","3,360","1,440","448","85","114","11","84","2","113","5","6","39","46","210","90","17","73","25","11","28","5","30","647","259","534"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","12_70～74歳","","1,699","1,779","1,440","465","87","118","7","54","1","104","3","4","38","42","225","93","16","79","30","13","27","5","27","670","212","558"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","13_75～79歳","","923","1,032","1,440","468","86","124","5","32","1","101","4","3","37","34","248","91","18","81","24","15","26","10","33","678","182","580"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","14_80～84歳","","416","448","1,440","486","84","125","5","24","1","93","5","1","35","28","236","106","25","85","23","12","25","16","24","695","164","581"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","15_85歳以上","","136","170","1,440","508","96","117","3","14","1","80","8","1","34","31","260","122","17","67","10","4","24","18","25","721","141","578"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","R1_(再掲)20歳以上","","50,676","59,767","1,440","461","81","99","22","168","6","85","4","27","39","49","121","110","12","75","15","6","32","6","23","641","351","448"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","R2_(再掲)35歳以上","","38,746","42,485","1,440","449","82","103","20","156","2","104","4","21","41","49","143","106","11","65","16","8","27","6","26","634","349","457"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","R3_(再掲)65歳以上","","6,580","6,790","1,440","459","86","117","8","63","1","107","5","4","38","41","223","93","18","76","26","12","27","7","29","663","226","551"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","2_使用した","R4_(再掲)75歳以上","","1,475","1,651","1,440","477","87","123","5","28","1","97","5","2","36","32","246","98","20","80","22","13","26","12","30","687","173","580"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","21_１時間未満","00_総数","","19,623","20,773","1,440","453","84","102","22","167","11","105","4","27","38","53","130","96","13","47","18","8","32","6","25","640","373","427"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","21_１時間未満","01_15～19歳","","576","574","1,440","488","76","94","41","34","266","8","0","1","12","32","63","101","83","45","51","4","15","4","20","658","363","418"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","21_１時間未満","02_20～24歳","","356","496","1,440","491","93","91","44","267","44","14","0","3","24","36","67","85","22","67","15","5","42","7","22","675","396","369"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","21_１時間未満","03_25～29歳","","528","691","1,440","504","88","95","31","203","8","43","2","46","32","63","53","111","7","53","13","3","61","6","19","687","365","389"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","21_１時間未満","04_30～34歳","","1,008","1,424","1,440","469","76","90","29","230","2","73","1","89","37","65","52","95","14","44","9","2","38","5","19","635","460","344"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","21_１時間未満","05_35～39歳","","1,666","1,952","1,440","466","86","95","26","224","2","96","2","79","40","50","61","85","8","38","10","6","32","6","27","648","469","323"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","21_１時間未満","06_40～44歳","","2,420","2,643","1,440","455","79","99","23","189","2","110","2","44","37","55","89","103","14","45","16","10","36","7","26","632","407","401"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","21_１時間未満","07_45～49歳","","2,561","2,769","1,440","439","85","99","25","199","5","126","4","16","38","53","115","104","8","36","15","7","30","5","30","623","413","404"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","21_１時間未満","08_50～54歳","","2,410","2,451","1,440","434","82","100","23","182","4","122","4","11","47","51","150","100","7","45","16","8","28","6","21","616","393","431"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","21_１時間未満","09_55～59歳","","2,456","2,331","1,440","435","85","103","21","176","2","112","7","6","42","56","156","95","11","43","17","11","33","6","23","623","366","451"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","21_１時間未満","10_60～64歳","","2,208","2,030","1,440","443","87","110","15","133","2","122","7","10","39","63","180","87","9","49","17","7","24","6","29","640","329","471"
"総平均時間","3_土曜日","0_総数","2016年","0_総数","21_１時間未満","11_65～69歳","","1,871","1,773","1,440","450","89","114","11","88","1","125","6","7","38","50","203","84","15","62","24","12","29","5","27","653","275","512"
