"統計名：","平成28年社会生活基本調査 調査票Ａに基づく結果 生活時間に関する結果 生活時間編（全国）"
"表番号：","1-1"
"表題：","曜日,男女,ふだんの就業状態,スマートフォン・パソコンなどの使用時間,年齢,行動の種類別総平均時間(15歳以上)－全国"
"実施年月：","2016年","10月"

"表章項目","曜日4_071_2016A","男女3_001_2016A","時間軸(年次)","ふだんの就業状態9_007_2016A","スマートフォン・PCなどの使用時間8_085_2016A","年齢20_002_2016A","/行動の種類24_074_2016A","サンプルサイズ","推定人口【千人】","00_総数【分】","01_睡眠【分】","02_身の回りの用事【分】","03_食事【分】","04_通勤・通学【分】","05_仕事【分】","06_学業【分】","07_家事【分】","08_介護・看護【分】","09_育児【分】","10_買い物【分】","11_移動(通勤・通学を除く)【分】","12_テレビ・ラジオ・新聞・雑誌【分】","13_休養・くつろぎ【分】","14_学習・自己啓発・訓練(学業以外)【分】","15_趣味・娯楽【分】","16_スポーツ【分】","17_ボランティア活動・社会参加活動【分】","18_交際・付き合い【分】","19_受診・療養【分】","20_その他【分】","R1_（再掲）１次活動【分】","R2_（再掲）２次活動【分】","R3_（再掲）３次活動【分】"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","22_１～３時間未満","14_80～84歳","","43","55","1,440","481","114","129","-","-","-","109","3","-","36","34","234","75","26","91","12","69","6","0","20","725","148","567"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","22_１～３時間未満","15_85歳以上","","12","16","1,440","490","73","131","-","-","-","126","-","-","65","13","165","139","14","170","2","-","39","-","13","694","191","555"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","22_１～３時間未満","R1_(再掲)20歳以上","","2,211","2,779","1,440","462","84","110","2","1","0","208","6","79","54","46","143","100","12","62","14","10","21","4","24","655","350","434"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","22_１～３時間未満","R3_(再掲)65歳以上","","583","666","1,440","460","94","123","1","2","0","168","5","3","48","35","221","84","20","75","25","17","26","3","30","677","227","536"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","22_１～３時間未満","R4_(再掲)75歳以上","","141","183","1,440","472","92","129","1","1","-","153","3","1","39","26","213","101","22","99","14","25","22","1","27","693","198","549"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","00_総数","","842","1,090","1,440","470","81","104","1","1","0","173","6","81","53","40","138","111","11","98","6","5","28","4","28","654","317","469"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","01_15～19歳","","3","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","02_20～24歳","","38","40","1,440","514","92","112","1","-","-","105","-","131","61","37","119","134","45","54","2","4","14","-","15","719","298","423"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","03_25～29歳","","84","157","1,440","500","63","94","0","-","-","135","2","156","41","34","59","164","5","85","3","-","75","0","22","658","335","448"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","04_30～34歳","","98","152","1,440","510","94","97","2","0","-","137","2","214","54","40","82","112","5","42","2","1","17","9","20","701","409","330"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","05_35～39歳","","121","166","1,440","462","74","106","2","3","-","189","2","99","75","54","104","101","15","89","3","4","20","3","35","642","369","429"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","06_40～44歳","","91","136","1,440","485","69","104","1","-","-","174","14","45","48","21","134","120","9","147","8","0","31","6","23","658","283","500"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","07_45～49歳","","76","94","1,440","417","90","107","3","1","-","230","4","18","50","65","141","129","6","103","9","12","15","8","31","615","306","519"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","08_50～54歳","","78","88","1,440","456","86","102","0","-","-","231","0","4","59","49","153","97","15","105","2","8","17","0","55","644","294","501"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","09_55～59歳","","61","72","1,440","431","101","89","2","2","5","199","30","3","49","35","218","82","10","135","7","5","6","3","29","621","289","530"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","10_60～64歳","","63","60","1,440","441","81","117","1","-","-","193","9","3","47","40","254","60","5","124","6","8","34","0","17","638","253","549"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","11_65～69歳","","62","60","1,440","448","86","112","0","3","-","164","1","4","41","32","210","83","18","147","11","25","21","-","34","646","213","581"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","12_70～74歳","","27","23","1,440","436","74","118","2","5","-","139","22","19","52","28","228","70","9","125","35","13","7","2","54","629","239","572"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","13_75～79歳","","23","26","1,440","468","75","130","-","-","-","189","-","0","39","33","309","65","22","50","10","3","2","33","12","672","228","539"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","14_80～84歳","","16","14","1,440","442","99","119","-","1","-","142","-","-","81","24","314","60","39","31","11","2","54","-","22","661","224","556"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","15_85歳以上","","1","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","R1_(再掲)20歳以上","","839","1,088","1,440","470","81","104","1","1","0","174","6","81","53","40","138","111","11","98","6","5","28","4","29","654","316","469"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","R3_(再掲)65歳以上","","129","124","1,440","450","82","118","0","2","-","161","5","6","47","31","245","74","19","112","15","15","18","7","32","650","221","569"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","23_３～６時間未満","R4_(再掲)75歳以上","","40","40","1,440","461","82","125","-","0","-","170","-","0","53","30","306","62","27","53","10","3","20","21","15","669","224","548"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","00_総数","","295","343","1,440","467","84","115","1","3","-","162","1","68","48","34","148","141","8","97","5","5","30","1","25","665","281","494"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","01_15～19歳","","2","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","02_20～24歳","","34","40","1,440","484","60","112","-","1","-","136","-","150","40","21","61","169","8","52","-","-","137","2","7","656","328","457"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","03_25～29歳","","46","53","1,440","528","89","111","3","-","-","92","-","72","33","51","177","132","16","105","0","-","20","-","11","727","200","512"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","04_30～34歳","","55","69","1,440","477","112","108","1","12","-","154","2","125","55","44","97","97","7","103","7","-","18","2","19","697","348","395"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","05_35～39歳","","33","37","1,440","443","64","94","1","-","-","175","1","95","72","49","54","188","6","155","5","-","3","-","35","602","344","495"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","06_40～44歳","","26","28","1,440","491","73","108","-","-","-","212","-","17","53","20","154","136","2","96","-","4","7","-","67","672","282","486"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","07_45～49歳","","24","36","1,440","408","97","148","-","-","-","177","-","11","78","42","178","175","1","45","-","4","22","6","48","653","266","521"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","08_50～54歳","","12","10","1,440","507","53","109","-","-","-","213","14","9","47","14","337","73","8","12","3","7","11","-","23","669","283","489"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","09_55～59歳","","13","13","1,440","446","42","131","-","-","-","153","2","21","43","1","201","288","3","76","14","14","3","-","-","619","220","601"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","10_60～64歳","","22","24","1,440","403","86","135","-","1","-","236","1","3","21","18","267","130","10","85","10","-","30","-","6","623","261","556"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","11_65～69歳","","10","11","1,440","423","79","114","-","-","-","205","-","-","37","17","255","70","22","132","14","20","-","-","51","616","242","583"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","12_70～74歳","","11","12","1,440","439","98","125","-","-","-","75","-","-","8","25","131","129","11","233","27","77","26","-","35","663","83","695"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","13_75～79歳","","4","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","14_80～84歳","","2","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","15_85歳以上","","1","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","R1_(再掲)20歳以上","","293","342","1,440","466","84","115","1","3","-","162","1","68","48","34","148","140","8","96","5","5","30","1","25","665","282","493"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","R3_(再掲)65歳以上","","28","33","1,440","432","85","116","-","-","-","184","-","-","21","17","223","87","12","155","22","36","14","-","36","633","205","603"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","24_６～12時間未満","R4_(再掲)75歳以上","","7","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","00_総数","","80","134","1,440","509","71","118","-","0","-","85","3","84","33","43","81","85","5","278","3","13","14","7","8","698","206","536"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","01_15～19歳","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","02_20～24歳","","10","13","1,440","557","78","92","-","-","-","54","-","213","48","64","119","87","-","29","-","0","99","-","1","727","314","399"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","03_25～29歳","","12","53","1,440","555","83","146","-","-","-","21","-","38","21","58","21","30","0","464","1","-","-","-","1","784","79","577"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","04_30～34歳","","11","12","1,440","402","44","91","-","-","-","81","-","194","28","17","36","309","-","83","6","90","21","28","10","537","303","601"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","05_35～39歳","","9","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","06_40～44歳","","9","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","07_45～49歳","","11","12","1,440","404","96","123","-","-","-","112","-","34","92","59","52","95","36","243","7","6","18","49","14","622","238","580"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","08_50～54歳","","4","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","09_55～59歳","","4","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","10_60～64歳","","1","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","11_65～69歳","","7","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","12_70～74歳","","2","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","13_75～79歳","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","14_80～84歳","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","15_85歳以上","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","R1_(再掲)20歳以上","","80","134","1,440","509","71","118","-","0","-","85","3","84","33","43","81","85","5","278","3","13","14","7","8","698","206","536"
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","R3_(再掲)65歳以上","","9","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","21_家事","25_12時間以上","R4_(再掲)75歳以上","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","0_総数","00_総数","","5,367","6,042","1,440","529","75","98","16","11","124","9","0","1","28","43","83","146","56","107","51","6","32","1","25","701","189","550"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","0_総数","01_15～19歳","","4,621","4,688","1,440","528","71","99","14","6","129","7","0","1","26","42","86","149","62","103","59","5","29","1","25","697","184","559"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","0_総数","02_20～24歳","","628","1,135","1,440","535","92","96","23","29","87","14","1","2","32","49","77","134","34","125","27","11","43","0","29","723","188","529"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","0_総数","03_25～29歳","","59","149","1,440","524","76","82","15","14","270","15","-","12","32","36","37","117","40","119","7","-","28","2","14","682","357","401"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","0_総数","04_30～34歳","","24","28","1,440","512","79","107","15","8","41","55","-","38","104","46","80","212","76","21","4","-","34","-","8","698","261","481"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","0_総数","R2_(再掲)35歳以上","","35","41","1,440","502","78","93","4","0","53","66","4","16","28","49","89","201","84","60","5","9","69","2","28","673","171","596"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","1_使用しなかった","00_総数","","870","982","1,440","563","75","100","16","9","195","7","0","1","24","32","88","145","48","54","31","12","16","1","22","738","252","450"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","1_使用しなかった","01_15～19歳","","772","753","1,440","560","75","101","14","9","198","7","1","0","25","28","91","148","51","55","34","3","16","1","26","735","253","452"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","1_使用しなかった","02_20～24歳","","73","162","1,440","563","70","103","33","10","118","10","-","6","17","55","82","130","51","69","32","57","22","-","14","736","194","510"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","1_使用しなかった","03_25～29歳","","9","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","22_通学","1_使用しなかった","04_30～34歳","","5","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","22_通学","1_使用しなかった","R2_(再掲)35歳以上","","11","8","1,440","487","77","121","6","-","34","12","-","-","45","57","209","216","50","46","13","41","-","-","27","684","97","659"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","2_使用した","00_総数","","4,497","5,060","1,440","522","75","97","15","11","110","9","0","1","29","45","82","146","58","117","55","5","35","1","26","694","177","569"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","2_使用した","01_15～19歳","","3,849","3,936","1,440","522","70","98","14","5","116","7","0","1","27","44","85","149","64","112","64","5","32","1","25","690","170","580"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","2_使用した","02_20～24歳","","555","973","1,440","530","96","95","21","32","82","15","1","1","35","48","76","135","31","134","26","3","46","0","31","721","187","532"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","2_使用した","03_25～29歳","","50","98","1,440","475","62","86","17","21","175","22","-","18","42","49","45","125","53","174","11","-","40","3","22","622","296","522"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","2_使用した","04_30～34歳","","19","20","1,440","479","87","106","21","12","59","78","-","54","98","43","39","165","109","30","5","-","44","-","11","672","321","447"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","2_使用した","R2_(再掲)35歳以上","","24","33","1,440","506","78","86","4","0","57","79","5","20","23","48","61","198","92","64","3","1","85","2","28","670","188","582"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","21_１時間未満","00_総数","","533","577","1,440","505","86","100","21","8","198","7","0","1","24","58","62","103","86","61","61","2","29","2","25","692","260","488"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","21_１時間未満","01_15～19歳","","468","470","1,440","499","72","102","20","7","205","6","0","2","22","52","70","108","101","62","69","2","21","2","19","674","261","505"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","21_１時間未満","02_20～24歳","","51","85","1,440","558","168","92","29","15","143","4","-","-","22","92","29","83","14","54","38","1","52","-","44","819","214","408"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","21_１時間未満","03_25～29歳","","7","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","22_通学","21_１時間未満","04_30～34歳","","2","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","22_通学","21_１時間未満","R2_(再掲)35歳以上","","5","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","22_通学","22_１～３時間未満","00_総数","","1,495","1,618","1,440","503","78","100","18","9","152","9","0","1","26","48","73","139","72","70","71","6","35","0","29","681","215","544"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","22_１～３時間未満","01_15～19歳","","1,314","1,314","1,440","502","73","100","16","5","156","5","0","0","27","46","75","139","80","70","81","6","30","0","27","675","209","555"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","22_１～３時間未満","02_20～24歳","","151","261","1,440","518","109","97","30","19","133","17","-","2","23","60","65","138","27","68","32","7","55","-","40","724","223","492"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","22_１～３時間未満","03_25～29歳","","15","26","1,440","486","58","100","15","77","216","46","-","7","15","37","64","113","34","148","14","-","6","-","2","644","377","419"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","22_１～３時間未満","04_30～34歳","","6","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","22_通学","22_１～３時間未満","R2_(再掲)35歳以上","","9","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","22_通学","23_３～６時間未満","00_総数","","1,327","1,510","1,440","530","77","98","16","16","87","11","1","1","30","44","94","145","48","116","57","6","33","2","27","705","162","572"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","23_３～６時間未満","01_15～19歳","","1,115","1,148","1,440","534","71","100","14","5","94","8","0","1","27","44","97","153","49","113","65","7","30","2","25","705","149","585"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","23_３～６時間未満","02_20～24歳","","187","312","1,440","520","97","92","22","60","65","19","2","2","38","43","91","115","41","115","37","1","44","1","36","709","207","525"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","23_３～６時間未満","03_25～29歳","","12","29","1,440","460","63","88","14","-","96","11","-","-","30","62","38","136","80","269","15","-","63","11","6","611","151","679"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","23_３～６時間未満","04_30～34歳","","6","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","22_通学","23_３～６時間未満","R2_(再掲)35歳以上","","7","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","22_通学","24_６～12時間未満","00_総数","","829","949","1,440","546","66","91","9","9","51","11","0","1","26","31","100","171","40","194","30","3","37","1","23","702","108","630"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","24_６～12時間未満","01_15～19歳","","693","727","1,440","548","65","91","9","5","53","9","0","1","26","34","100","178","44","174","38","4","35","2","23","704","104","632"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","24_６～12時間未満","02_20～24歳","","119","199","1,440","542","65","89","8","23","45","16","-","-","15","18","105","146","24","270","6","1","45","0","22","696","108","636"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","24_６～12時間未満","03_25～29歳","","11","18","1,440","496","97","79","10","6","40","27","-","-","122","67","43","170","51","191","15","-","6","-","18","673","206","562"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","24_６～12時間未満","04_30～34歳","","3","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","22_通学","24_６～12時間未満","R2_(再掲)35歳以上","","3","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","22_通学","25_12時間以上","00_総数","","255","343","1,440","533","60","95","10","10","40","5","1","5","52","49","57","178","28","224","26","2","48","0","17","688","122","630"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","25_12時間以上","01_15～19歳","","206","229","1,440","531","56","90","5","6","36","4","1","1","29","60","60","165","28","250","33","1","59","0","23","678","82","680"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","25_12時間以上","02_20～24歳","","42","104","1,440","538","69","110","20","17","32","8","-","0","107","30","52","197","27","180","14","6","27","-","5","717","185","539"
"総平均時間","4_日曜日","0_総数","2016年","22_通学","25_12時間以上","03_25～29歳","","5","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","22_通学","25_12時間以上","04_30～34歳","","2","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"総平均時間","4_日曜日","0_総数","2016年","22_通学","25_12時間以上","R2_(再掲)35歳以上","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","00_総数","","14,204","13,431","1,440","527","86","119","1","5","2","44","4","3","27","25","296","138","12","67","18","8","17","11","32","731","86","623"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","01_15～19歳","","85","80","1,440","510","68","97","7","62","87","8","-","5","24","20","120","143","32","130","24","-","56","11","36","675","194","571"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","02_20～24歳","","196","258","1,440","547","80","95","2","5","10","16","1","5","30","25","145","168","27","182","12","2","54","11","24","722","70","649"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","03_25～29歳","","236","368","1,440","522","124","93","1","5","1","37","1","6","29","36","117","160","63","155","7","0","28","4","50","739","80","621"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","04_30～34歳","","201","227","1,440","529","83","99","4","5","14","26","2","14","26","27","191","190","12","158","7","1","19","4","31","710","90","639"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","05_35～39歳","","196","203","1,440","525","75","99","1","-","8","46","5","17","36","20","236","152","32","130","7","-","14","10","27","699","113","629"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","06_40～44歳","","221","310","1,440","550","84","100","0","4","1","20","4","14","32","27","233","179","32","93","9","1","11","16","28","734","76","630"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","07_45～49歳","","219","285","1,440","501","101","105","0","-","9","57","11","4","39","23","261","117","24","79","11","9","16","17","56","708","119","613"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","08_50～54歳","","214","267","1,440","464","87","106","1","7","3","45","3","2","43","26","292","185","34","62","12","4","10","19","36","657","102","681"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","09_55～59歳","","281","278","1,440","497","89","109","1","2","2","55","6","1","41","23","341","126","4","52","10","10","19","13","39","694","108","638"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","10_60～64歳","","749","704","1,440","491","78","109","3","4","1","50","10","1","33","35","335","109","17","69","20","11","14","9","40","678","102","660"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","11_65～69歳","","2,138","2,041","1,440","487","81","118","1","5","1","46","4","2","33","40","322","101","12","80","29","14","22","6","37","686","91","663"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","12_70～74歳","","2,189","1,947","1,440","505","87","120","1","4","1","50","3","3","29","30","324","107","9","72","29","12","16","7","33","712","92","636"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","13_75～79歳","","2,350","2,141","1,440","515","84","126","1","7","1","52","4","1","31","24","318","119","9","60","23","11","17","7","30","725","97","618"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","14_80～84歳","","2,328","1,946","1,440","544","82","127","1","6","1","50","4","1","24","18","310","145","6","47","14","8","14","11","25","754","87","599"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","15_85歳以上","","2,601","2,376","1,440","594","91","126","1","2","1","31","2","1","12","12","279","196","5","27","4","1","11","21","24","811","50","579"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","R1_(再掲)20歳以上","","14,119","13,352","1,440","527","86","119","1","5","2","44","4","3","27","25","297","138","12","66","18","8","17","11","32","732","85","623"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","R3_(再掲)65歳以上","","11,606","10,452","1,440","531","85","124","1","5","1","45","3","2","25","24","309","135","8","56","19","9","16","11","30","740","82","618"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","0_総数","R4_(再掲)75歳以上","","7,279","6,463","1,440","553","86","126","1","5","1","44","3","1","22","18","301","155","7","44","13","7","14","14","26","765","77","598"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","1_使用しなかった","00_総数","","11,180","9,948","1,440","540","86","122","1","5","1","44","3","2","25","21","310","144","6","48","15","7","14","13","30","748","83","608"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","1_使用しなかった","01_15～19歳","","18","19","1,440","468","54","124","0","-","91","15","-","15","27","9","200","167","76","43","-","-","16","24","109","646","149","645"
"総平均時間","4_日曜日","0_総数","2016年","23_その他","1_使用しなかった","02_20～24歳","","39","55","1,440","588","84","103","5","14","1","12","-","1","32","12","176","229","-","65","30","-","43","5","39","776","64","600"
